USI,Cohort,eaf.max
HG03863,HGDP + 1KG,CSA
HG03864,HGDP + 1KG,CSA
HG03866,HGDP + 1KG,CSA
HG03867,HGDP + 1KG,CSA
HG03868,HGDP + 1KG,CSA
HG03869,HGDP + 1KG,CSA
HG03870,HGDP + 1KG,CSA
HG03871,HGDP + 1KG,CSA
HG03872,HGDP + 1KG,CSA
HG03874,HGDP + 1KG,CSA
HG03875,HGDP + 1KG,CSA
HG03882,HGDP + 1KG,CSA
HG03884,HGDP + 1KG,CSA
HG03885,HGDP + 1KG,CSA
HG03886,HGDP + 1KG,CSA
HG03887,HGDP + 1KG,CSA
HG03888,HGDP + 1KG,CSA
HG03890,HGDP + 1KG,CSA
HG03894,HGDP + 1KG,CSA
HG03895,HGDP + 1KG,CSA
HG03897,HGDP + 1KG,CSA
HG03899,HGDP + 1KG,CSA
HG03900,HGDP + 1KG,CSA
HG03902,HGDP + 1KG,CSA
HG03904,HGDP + 1KG,CSA
HG03905,HGDP + 1KG,CSA
HG03907,HGDP + 1KG,CSA
HG03908,HGDP + 1KG,CSA
HG03910,HGDP + 1KG,CSA
HG03911,HGDP + 1KG,CSA
HG03913,HGDP + 1KG,CSA
HG03914,HGDP + 1KG,CSA
HG03916,HGDP + 1KG,CSA
HG03917,HGDP + 1KG,CSA
HG03919,HGDP + 1KG,CSA
HG03920,HGDP + 1KG,CSA
HG03922,HGDP + 1KG,CSA
HG03925,HGDP + 1KG,CSA
HG03926,HGDP + 1KG,CSA
HG03928,HGDP + 1KG,CSA
HG03929,HGDP + 1KG,CSA
HG03931,HGDP + 1KG,CSA
HG03934,HGDP + 1KG,CSA
HG03937,HGDP + 1KG,CSA
HG03940,HGDP + 1KG,CSA
HG03941,HGDP + 1KG,CSA
HG03943,HGDP + 1KG,CSA
HG03944,HGDP + 1KG,CSA
HG03945,HGDP + 1KG,CSA
HG03947,HGDP + 1KG,CSA
HG03949,HGDP + 1KG,CSA
HG03950,HGDP + 1KG,CSA
HG03951,HGDP + 1KG,CSA
HG03953,HGDP + 1KG,CSA
HG03960,HGDP + 1KG,CSA
HG03963,HGDP + 1KG,CSA
HG03965,HGDP + 1KG,CSA
HG03967,HGDP + 1KG,CSA
HG03968,HGDP + 1KG,CSA
HG03969,HGDP + 1KG,CSA
HG03971,HGDP + 1KG,CSA
HG03973,HGDP + 1KG,CSA
HG03974,HGDP + 1KG,CSA
HG03976,HGDP + 1KG,CSA
HG03977,HGDP + 1KG,CSA
HG03978,HGDP + 1KG,CSA
HG03985,HGDP + 1KG,CSA
HG03986,HGDP + 1KG,CSA
HG03989,HGDP + 1KG,CSA
HG03990,HGDP + 1KG,CSA
HG03991,HGDP + 1KG,CSA
HG03995,HGDP + 1KG,CSA
HG03999,HGDP + 1KG,CSA
HG04001,HGDP + 1KG,CSA
HG04002,HGDP + 1KG,CSA
HG04003,HGDP + 1KG,CSA
HG04006,HGDP + 1KG,CSA
HG04014,HGDP + 1KG,CSA
HG04015,HGDP + 1KG,CSA
HG04017,HGDP + 1KG,CSA
HG04018,HGDP + 1KG,CSA
HG04019,HGDP + 1KG,CSA
HG04020,HGDP + 1KG,CSA
HG04022,HGDP + 1KG,CSA
HG04023,HGDP + 1KG,CSA
HG04025,HGDP + 1KG,CSA
HG04026,HGDP + 1KG,CSA
HG04029,HGDP + 1KG,CSA
HG04033,HGDP + 1KG,CSA
HG04035,HGDP + 1KG,CSA
HG04038,HGDP + 1KG,CSA
HG04039,HGDP + 1KG,CSA
HG04042,HGDP + 1KG,CSA
HG04047,HGDP + 1KG,CSA
HG04054,HGDP + 1KG,CSA
HG04056,HGDP + 1KG,CSA
HG04059,HGDP + 1KG,CSA
HG04060,HGDP + 1KG,CSA
HG04061,HGDP + 1KG,CSA
HG04062,HGDP + 1KG,CSA
HG04063,HGDP + 1KG,CSA
HG04070,HGDP + 1KG,CSA
HG04075,HGDP + 1KG,CSA
HG04076,HGDP + 1KG,CSA
HG04080,HGDP + 1KG,CSA
HG04090,HGDP + 1KG,CSA
HG04093,HGDP + 1KG,CSA
HG04094,HGDP + 1KG,CSA
HG04096,HGDP + 1KG,CSA
HG04098,HGDP + 1KG,CSA
HG04099,HGDP + 1KG,CSA
HG04100,HGDP + 1KG,CSA
HG04106,HGDP + 1KG,CSA
HG04107,HGDP + 1KG,CSA
HG04118,HGDP + 1KG,CSA
HG04127,HGDP + 1KG,CSA
HG04131,HGDP + 1KG,CSA
HG04132,HGDP + 1KG,CSA
HG04134,HGDP + 1KG,CSA
HG04135,HGDP + 1KG,CSA
HG04140,HGDP + 1KG,CSA
HG04141,HGDP + 1KG,CSA
HG04144,HGDP + 1KG,CSA
HG04146,HGDP + 1KG,CSA
HG04147,HGDP + 1KG,CSA
HG04149,HGDP + 1KG,CSA
HG04150,HGDP + 1KG,CSA
HG04152,HGDP + 1KG,CSA
HG04153,HGDP + 1KG,CSA
HG04155,HGDP + 1KG,CSA
HG04156,HGDP + 1KG,CSA
HG04158,HGDP + 1KG,CSA
HG04159,HGDP + 1KG,CSA
HG04162,HGDP + 1KG,CSA
HG04164,HGDP + 1KG,CSA
HG04171,HGDP + 1KG,CSA
HG04173,HGDP + 1KG,CSA
HG04174,HGDP + 1KG,CSA
HG04176,HGDP + 1KG,CSA
HG04177,HGDP + 1KG,CSA
HG04180,HGDP + 1KG,CSA
HG04182,HGDP + 1KG,CSA
HG04183,HGDP + 1KG,CSA
HG04185,HGDP + 1KG,CSA
HG04186,HGDP + 1KG,CSA
HG04188,HGDP + 1KG,CSA
HG04189,HGDP + 1KG,CSA
HG04191,HGDP + 1KG,CSA
HG04194,HGDP + 1KG,CSA
HG04195,HGDP + 1KG,CSA
HG04198,HGDP + 1KG,CSA
HG04200,HGDP + 1KG,CSA
HG04206,HGDP + 1KG,CSA
HG04209,HGDP + 1KG,CSA
HG04210,HGDP + 1KG,CSA
HG04211,HGDP + 1KG,CSA
HG04212,HGDP + 1KG,CSA
HG04214,HGDP + 1KG,CSA
HG04216,HGDP + 1KG,CSA
HG04219,HGDP + 1KG,CSA
HG04222,HGDP + 1KG,CSA
HG04225,HGDP + 1KG,CSA
HG04227,HGDP + 1KG,CSA
HG04229,HGDP + 1KG,CSA
HG04235,HGDP + 1KG,CSA
HG04238,HGDP + 1KG,CSA
HG04239,HGDP + 1KG,CSA
HGDP00003,HGDP + 1KG,CSA
HGDP00007,HGDP + 1KG,CSA
HGDP00011,HGDP + 1KG,CSA
HGDP00015,HGDP + 1KG,CSA
HGDP00017,HGDP + 1KG,CSA
HGDP00021,HGDP + 1KG,CSA
HGDP00023,HGDP + 1KG,CSA
HGDP00025,HGDP + 1KG,CSA
HGDP00031,HGDP + 1KG,CSA
HGDP00033,HGDP + 1KG,CSA
HGDP00035,HGDP + 1KG,CSA
HGDP00037,HGDP + 1KG,CSA
HGDP00039,HGDP + 1KG,CSA
HGDP00041,HGDP + 1KG,CSA
HGDP00043,HGDP + 1KG,CSA
HGDP00045,HGDP + 1KG,CSA
HGDP00047,HGDP + 1KG,CSA
HGDP00049,HGDP + 1KG,CSA
HGDP00052,HGDP + 1KG,CSA
HGDP00054,HGDP + 1KG,CSA
HGDP00060,HGDP + 1KG,CSA
HGDP00064,HGDP + 1KG,CSA
HGDP00066,HGDP + 1KG,CSA
HGDP00068,HGDP + 1KG,CSA
HGDP00070,HGDP + 1KG,CSA
HGDP00072,HGDP + 1KG,CSA
HGDP00074,HGDP + 1KG,CSA
HGDP00076,HGDP + 1KG,CSA
HGDP00078,HGDP + 1KG,CSA
HGDP00080,HGDP + 1KG,CSA
HGDP00082,HGDP + 1KG,CSA
HGDP00086,HGDP + 1KG,CSA
HGDP00088,HGDP + 1KG,CSA
HGDP00092,HGDP + 1KG,CSA
HGDP00094,HGDP + 1KG,CSA
HGDP00096,HGDP + 1KG,CSA
HGDP00098,HGDP + 1KG,CSA
HGDP00099,HGDP + 1KG,CSA
HGDP00100,HGDP + 1KG,CSA
HGDP00103,HGDP + 1KG,CSA
HGDP00105,HGDP + 1KG,CSA
HGDP00106,HGDP + 1KG,CSA
HGDP00109,HGDP + 1KG,CSA
HGDP00110,HGDP + 1KG,CSA
HGDP00118,HGDP + 1KG,CSA
HGDP00119,HGDP + 1KG,CSA
HGDP00120,HGDP + 1KG,CSA
HGDP00121,HGDP + 1KG,CSA
HGDP00127,HGDP + 1KG,CSA
HGDP00131,HGDP + 1KG,CSA
HGDP00133,HGDP + 1KG,CSA
HGDP00134,HGDP + 1KG,CSA
HGDP00135,HGDP + 1KG,CSA
HGDP00136,HGDP + 1KG,CSA
HGDP00137,HGDP + 1KG,CSA
HGDP00139,HGDP + 1KG,CSA
HGDP00140,HGDP + 1KG,CSA
HGDP00141,HGDP + 1KG,CSA
HGDP00143,HGDP + 1KG,CSA
HGDP00144,HGDP + 1KG,CSA
HGDP00145,HGDP + 1KG,CSA
HGDP00146,HGDP + 1KG,CSA
HGDP00148,HGDP + 1KG,CSA
HGDP00149,HGDP + 1KG,CSA
HGDP00151,HGDP + 1KG,CSA
HGDP00153,HGDP + 1KG,CSA
HGDP00154,HGDP + 1KG,CSA
HGDP00155,HGDP + 1KG,CSA
HGDP00158,HGDP + 1KG,CSA
HGDP00161,HGDP + 1KG,CSA
HGDP00167,HGDP + 1KG,CSA
HGDP00169,HGDP + 1KG,CSA
HGDP00171,HGDP + 1KG,CSA
HGDP00177,HGDP + 1KG,CSA
HGDP00179,HGDP + 1KG,CSA
HGDP00181,HGDP + 1KG,CSA
HGDP00183,HGDP + 1KG,CSA
HGDP00187,HGDP + 1KG,CSA
HGDP00189,HGDP + 1KG,CSA
HGDP00191,HGDP + 1KG,CSA
HGDP00192,HGDP + 1KG,CSA
HGDP00197,HGDP + 1KG,CSA
HGDP00199,HGDP + 1KG,CSA
HGDP00201,HGDP + 1KG,CSA
HGDP00205,HGDP + 1KG,CSA
HGDP00206,HGDP + 1KG,CSA
HGDP00210,HGDP + 1KG,CSA
HGDP00214,HGDP + 1KG,CSA
HGDP00222,HGDP + 1KG,CSA
HGDP00224,HGDP + 1KG,CSA
HGDP00228,HGDP + 1KG,CSA
HGDP00230,HGDP + 1KG,CSA
HGDP00234,HGDP + 1KG,CSA
HGDP00237,HGDP + 1KG,CSA
HGDP00239,HGDP + 1KG,CSA
HGDP00241,HGDP + 1KG,CSA
HGDP00243,HGDP + 1KG,CSA
HGDP00244,HGDP + 1KG,CSA
HGDP00247,HGDP + 1KG,CSA
HGDP00248,HGDP + 1KG,CSA
HGDP00251,HGDP + 1KG,CSA
HGDP00254,HGDP + 1KG,CSA
HGDP00258,HGDP + 1KG,CSA
HGDP00259,HGDP + 1KG,CSA
HGDP00262,HGDP + 1KG,CSA
HGDP00264,HGDP + 1KG,CSA
HGDP00277,HGDP + 1KG,CSA
HGDP00281,HGDP + 1KG,CSA
HGDP00285,HGDP + 1KG,CSA
HGDP00290,HGDP + 1KG,CSA
HGDP00298,HGDP + 1KG,CSA
HGDP00302,HGDP + 1KG,CSA
HGDP00304,HGDP + 1KG,CSA
HGDP00307,HGDP + 1KG,CSA
HGDP00309,HGDP + 1KG,CSA
HGDP00311,HGDP + 1KG,CSA
HGDP00313,HGDP + 1KG,CSA
HGDP00315,HGDP + 1KG,CSA
HGDP00323,HGDP + 1KG,CSA
HGDP00326,HGDP + 1KG,CSA
HGDP00330,HGDP + 1KG,CSA
HGDP00333,HGDP + 1KG,CSA
HGDP00346,HGDP + 1KG,CSA
HGDP00351,HGDP + 1KG,CSA
HGDP00356,HGDP + 1KG,CSA
HGDP00364,HGDP + 1KG,CSA
HGDP00371,HGDP + 1KG,CSA
HGDP00372,HGDP + 1KG,CSA
HGDP00376,HGDP + 1KG,CSA
HGDP00382,HGDP + 1KG,CSA
HGDP00388,HGDP + 1KG,CSA
HGDP00392,HGDP + 1KG,CSA
HGDP00397,HGDP + 1KG,CSA
HGDP00402,HGDP + 1KG,CSA
HGDP00407,HGDP + 1KG,CSA
HGDP00412,HGDP + 1KG,CSA
HGDP00417,HGDP + 1KG,CSA
HGDP00423,HGDP + 1KG,CSA
HGDP00433,HGDP + 1KG,CSA
HGDP00438,HGDP + 1KG,CSA
HGDP00444,HGDP + 1KG,CSA
HGDP00445,HGDP + 1KG,CSA
HGDP00491,HGDP + 1KG,OCE
HGDP00511,HGDP + 1KG,EUR
HGDP00512,HGDP + 1KG,EUR
HGDP00513,HGDP + 1KG,EUR
HGDP00514,HGDP + 1KG,EUR
HGDP00515,HGDP + 1KG,EUR
HGDP00516,HGDP + 1KG,EUR
HGDP00517,HGDP + 1KG,EUR
HGDP00518,HGDP + 1KG,EUR
HGDP00519,HGDP + 1KG,EUR
HGDP00520,HGDP + 1KG,EUR
HGDP00522,HGDP + 1KG,EUR
HGDP00523,HGDP + 1KG,EUR
HGDP00524,HGDP + 1KG,EUR
HGDP00525,HGDP + 1KG,EUR
HGDP00527,HGDP + 1KG,EUR
HGDP00528,HGDP + 1KG,EUR
HGDP00529,HGDP + 1KG,EUR
HGDP00531,HGDP + 1KG,EUR
HGDP00534,HGDP + 1KG,EUR
HGDP00535,HGDP + 1KG,EUR
HGDP00536,HGDP + 1KG,EUR
HGDP00537,HGDP + 1KG,EUR
HGDP00538,HGDP + 1KG,EUR
HGDP00539,HGDP + 1KG,EUR
HGDP00540,HGDP + 1KG,OCE
HGDP00541,HGDP + 1KG,OCE
HGDP00542,HGDP + 1KG,OCE
HGDP00543,HGDP + 1KG,OCE
HGDP00544,HGDP + 1KG,OCE
HGDP00545,HGDP + 1KG,OCE
HGDP00546,HGDP + 1KG,OCE
HGDP00547,HGDP + 1KG,OCE
HGDP00549,HGDP + 1KG,OCE
HGDP00550,HGDP + 1KG,OCE
HGDP00551,HGDP + 1KG,OCE
HGDP00553,HGDP + 1KG,OCE
HGDP00555,HGDP + 1KG,OCE
HGDP00556,HGDP + 1KG,OCE
HGDP00559,HGDP + 1KG,MID
HGDP00560,HGDP + 1KG,MID
HGDP00561,HGDP + 1KG,MID
HGDP00562,HGDP + 1KG,MID
HGDP00563,HGDP + 1KG,MID
HGDP00564,HGDP + 1KG,MID
HGDP00566,HGDP + 1KG,MID
HGDP00568,HGDP + 1KG,MID
HGDP00574,HGDP + 1KG,MID
HGDP00579,HGDP + 1KG,MID
HGDP00582,HGDP + 1KG,MID
HGDP00584,HGDP + 1KG,MID
HGDP00586,HGDP + 1KG,MID
HGDP00587,HGDP + 1KG,MID
HGDP00588,HGDP + 1KG,MID
HGDP00590,HGDP + 1KG,MID
HGDP00591,HGDP + 1KG,MID
HGDP00595,HGDP + 1KG,MID
HGDP00598,HGDP + 1KG,MID
HGDP00600,HGDP + 1KG,MID
HGDP00601,HGDP + 1KG,MID
HGDP00602,HGDP + 1KG,MID
HGDP00604,HGDP + 1KG,MID
HGDP00606,HGDP + 1KG,MID
HGDP00607,HGDP + 1KG,MID
HGDP00608,HGDP + 1KG,MID
HGDP00610,HGDP + 1KG,MID
HGDP00614,HGDP + 1KG,MID
HGDP00618,HGDP + 1KG,MID
HGDP00619,HGDP + 1KG,MID
HGDP00622,HGDP + 1KG,MID
HGDP00623,HGDP + 1KG,MID
HGDP00624,HGDP + 1KG,MID
HGDP00626,HGDP + 1KG,MID
HGDP00629,HGDP + 1KG,MID
HGDP00630,HGDP + 1KG,MID
HGDP00631,HGDP + 1KG,MID
HGDP00636,HGDP + 1KG,MID
HGDP00637,HGDP + 1KG,MID
HGDP00639,HGDP + 1KG,MID
HGDP00641,HGDP + 1KG,MID
HGDP00643,HGDP + 1KG,MID
HGDP00644,HGDP + 1KG,MID
HGDP00645,HGDP + 1KG,MID
HGDP00647,HGDP + 1KG,MID
HGDP00648,HGDP + 1KG,MID
HGDP00649,HGDP + 1KG,MID
HGDP00651,HGDP + 1KG,MID
HGDP00653,HGDP + 1KG,MID
HGDP00655,HGDP + 1KG,OCE
HGDP00661,HGDP + 1KG,OCE
HGDP00662,HGDP + 1KG,OCE
HGDP00663,HGDP + 1KG,OCE
HGDP00664,HGDP + 1KG,OCE
HGDP00666,HGDP + 1KG,CSA
HGDP00667,HGDP + 1KG,AMR
HGDP00668,HGDP + 1KG,CSA
HGDP00669,HGDP + 1KG,CSA
HGDP00670,HGDP + 1KG,CSA
HGDP00671,HGDP + 1KG,CSA
HGDP00672,HGDP + 1KG,CSA
HGDP00673,HGDP + 1KG,CSA
HGDP00674,HGDP + 1KG,CSA
HGDP00675,HGDP + 1KG,MID
HGDP00676,HGDP + 1KG,MID
HGDP00677,HGDP + 1KG,MID
HGDP00679,HGDP + 1KG,MID
HGDP00680,HGDP + 1KG,MID
HGDP00682,HGDP + 1KG,MID
HGDP00685,HGDP + 1KG,MID
HGDP00686,HGDP + 1KG,MID
HGDP00687,HGDP + 1KG,MID
HGDP00688,HGDP + 1KG,MID
HGDP00689,HGDP + 1KG,MID
HGDP00690,HGDP + 1KG,MID
HGDP00691,HGDP + 1KG,MID
HGDP00694,HGDP + 1KG,MID
HGDP00698,HGDP + 1KG,MID
HGDP00699,HGDP + 1KG,MID
HGDP00700,HGDP + 1KG,MID
HGDP00701,HGDP + 1KG,MID
HGDP00703,HGDP + 1KG,AMR
HGDP00708,HGDP + 1KG,AMR
HGDP00711,HGDP + 1KG,EAS
HGDP00712,HGDP + 1KG,EAS
HGDP00714,HGDP + 1KG,EAS
HGDP00716,HGDP + 1KG,EAS
HGDP00719,HGDP + 1KG,EAS
HGDP00720,HGDP + 1KG,EAS
HGDP00726,HGDP + 1KG,MID
HGDP00729,HGDP + 1KG,MID
HGDP00731,HGDP + 1KG,MID
HGDP00732,HGDP + 1KG,MID
HGDP00733,HGDP + 1KG,MID
HGDP00734,HGDP + 1KG,MID
HGDP00735,HGDP + 1KG,MID
HGDP00736,HGDP + 1KG,MID
HGDP00739,HGDP + 1KG,MID
HGDP00740,HGDP + 1KG,MID
HGDP00741,HGDP + 1KG,MID
HGDP00744,HGDP + 1KG,MID
HGDP00745,HGDP + 1KG,MID
HGDP00747,HGDP + 1KG,EAS
HGDP00748,HGDP + 1KG,EAS
HGDP00750,HGDP + 1KG,EAS
HGDP00751,HGDP + 1KG,EAS
HGDP00752,HGDP + 1KG,EAS
HGDP00753,HGDP + 1KG,EAS
HGDP00754,HGDP + 1KG,EAS
HGDP00755,HGDP + 1KG,EAS
HGDP00756,HGDP + 1KG,EAS
HGDP00757,HGDP + 1KG,EAS
HGDP00759,HGDP + 1KG,EAS
HGDP00760,HGDP + 1KG,EAS
HGDP00761,HGDP + 1KG,EAS
HGDP00762,HGDP + 1KG,EAS
HGDP00763,HGDP + 1KG,EAS
HGDP00764,HGDP + 1KG,EAS
HGDP00765,HGDP + 1KG,EAS
HGDP00766,HGDP + 1KG,EAS
HGDP00767,HGDP + 1KG,EAS
HGDP00768,HGDP + 1KG,EAS
HGDP00769,HGDP + 1KG,EAS
HGDP00771,HGDP + 1KG,EAS
HGDP00772,HGDP + 1KG,EAS
HGDP00774,HGDP + 1KG,EAS
HGDP00776,HGDP + 1KG,EAS
HGDP00777,HGDP + 1KG,EAS
HGDP00779,HGDP + 1KG,EAS
HGDP00780,HGDP + 1KG,EAS
HGDP00781,HGDP + 1KG,EAS
HGDP00782,HGDP + 1KG,EAS
HGDP00784,HGDP + 1KG,EAS
HGDP00786,HGDP + 1KG,EAS
HGDP00787,HGDP + 1KG,OCE
HGDP00788,HGDP + 1KG,OCE
HGDP00790,HGDP + 1KG,EAS
HGDP00791,HGDP + 1KG,EAS
HGDP00794,HGDP + 1KG,EUR
HGDP00797,HGDP + 1KG,EUR
HGDP00799,HGDP + 1KG,EUR
HGDP00800,HGDP + 1KG,EUR
HGDP00802,HGDP + 1KG,EUR
HGDP00803,HGDP + 1KG,EUR
HGDP00804,HGDP + 1KG,EUR
HGDP00805,HGDP + 1KG,EUR
HGDP00807,HGDP + 1KG,EUR
HGDP00808,HGDP + 1KG,EUR
HGDP00810,HGDP + 1KG,EUR
HGDP00811,HGDP + 1KG,EAS
HGDP00812,HGDP + 1KG,EAS
HGDP00813,HGDP + 1KG,EAS
HGDP00814,HGDP + 1KG,EAS
HGDP00815,HGDP + 1KG,EAS
HGDP00817,HGDP + 1KG,EAS
HGDP00818,HGDP + 1KG,EAS
HGDP00819,HGDP + 1KG,EAS
HGDP00820,HGDP + 1KG,EAS
HGDP00821,HGDP + 1KG,EAS
HGDP00822,HGDP + 1KG,EAS
HGDP00828,HGDP + 1KG,EAS
HGDP00832,HGDP + 1KG,AMR
HGDP00837,HGDP + 1KG,AMR
HGDP00838,HGDP + 1KG,AMR
HGDP00843,HGDP + 1KG,AMR
HGDP00849,HGDP + 1KG,AMR
HGDP00854,HGDP + 1KG,AMR
HGDP00856,HGDP + 1KG,AMR
HGDP00858,HGDP + 1KG,AMR
HGDP00859,HGDP + 1KG,AMR
HGDP00860,HGDP + 1KG,AMR
HGDP00861,HGDP + 1KG,AMR
HGDP00862,HGDP + 1KG,AMR
HGDP00863,HGDP + 1KG,AMR
HGDP00864,HGDP + 1KG,AMR
HGDP00869,HGDP + 1KG,AMR
HGDP00870,HGDP + 1KG,AMR
HGDP00871,HGDP + 1KG,AMR
HGDP00872,HGDP + 1KG,AMR
HGDP00875,HGDP + 1KG,AMR
HGDP00876,HGDP + 1KG,AMR
HGDP00877,HGDP + 1KG,AMR
HGDP00879,HGDP + 1KG,EUR
HGDP00880,HGDP + 1KG,EUR
HGDP00881,HGDP + 1KG,EUR
HGDP00882,HGDP + 1KG,EUR
HGDP00883,HGDP + 1KG,EUR
HGDP00884,HGDP + 1KG,EUR
HGDP00885,HGDP + 1KG,EUR
HGDP00886,HGDP + 1KG,EUR
HGDP00888,HGDP + 1KG,EUR
HGDP00889,HGDP + 1KG,EUR
HGDP00890,HGDP + 1KG,EUR
HGDP00891,HGDP + 1KG,EUR
HGDP00892,HGDP + 1KG,EUR
HGDP00893,HGDP + 1KG,EUR
HGDP00894,HGDP + 1KG,EUR
HGDP00895,HGDP + 1KG,EUR
HGDP00896,HGDP + 1KG,EUR
HGDP00897,HGDP + 1KG,EUR
HGDP00898,HGDP + 1KG,EUR
HGDP00899,HGDP + 1KG,EUR
HGDP00900,HGDP + 1KG,EUR
HGDP00901,HGDP + 1KG,EUR
HGDP00902,HGDP + 1KG,EUR
HGDP00904,HGDP + 1KG,AFR
HGDP00905,HGDP + 1KG,AFR
HGDP00906,HGDP + 1KG,AFR
HGDP00907,HGDP + 1KG,AFR
HGDP00908,HGDP + 1KG,AFR
HGDP00909,HGDP + 1KG,AFR
HGDP00910,HGDP + 1KG,AFR
HGDP00911,HGDP + 1KG,AFR
HGDP00912,HGDP + 1KG,AFR
HGDP00914,HGDP + 1KG,AFR
HGDP00916,HGDP + 1KG,AFR
HGDP00917,HGDP + 1KG,AFR
HGDP00918,HGDP + 1KG,AFR
HGDP00919,HGDP + 1KG,AFR
HGDP00920,HGDP + 1KG,AFR
HGDP00924,HGDP + 1KG,AFR
HGDP00925,HGDP + 1KG,AFR
HGDP00926,HGDP + 1KG,AFR
HGDP00929,HGDP + 1KG,AFR
HGDP00930,HGDP + 1KG,AFR
HGDP00931,HGDP + 1KG,AFR
HGDP00935,HGDP + 1KG,AFR
HGDP00937,HGDP + 1KG,AFR
HGDP00938,HGDP + 1KG,AFR
HGDP00939,HGDP + 1KG,AFR
HGDP00940,HGDP + 1KG,AFR
HGDP00941,HGDP + 1KG,AFR
HGDP00942,HGDP + 1KG,AFR
HGDP00943,HGDP + 1KG,AFR
HGDP00944,HGDP + 1KG,AFR
HGDP00945,HGDP + 1KG,EAS
HGDP00946,HGDP + 1KG,EAS
HGDP00947,HGDP + 1KG,EAS
HGDP00950,HGDP + 1KG,EAS
HGDP00952,HGDP + 1KG,EAS
HGDP00954,HGDP + 1KG,EAS
HGDP00955,HGDP + 1KG,EAS
HGDP00957,HGDP + 1KG,EAS
HGDP00958,HGDP + 1KG,EAS
HGDP00959,HGDP + 1KG,EAS
HGDP00960,HGDP + 1KG,EAS
HGDP00961,HGDP + 1KG,EAS
HGDP00962,HGDP + 1KG,EAS
HGDP00963,HGDP + 1KG,EAS
HGDP00964,HGDP + 1KG,EAS
HGDP00965,HGDP + 1KG,EAS
HGDP00966,HGDP + 1KG,EAS
HGDP00967,HGDP + 1KG,EAS
HGDP00968,HGDP + 1KG,EAS
HGDP00969,HGDP + 1KG,EAS
HGDP00970,HGDP + 1KG,AMR
HGDP00971,HGDP + 1KG,EAS
HGDP00972,HGDP + 1KG,EAS
HGDP00973,HGDP + 1KG,EAS
HGDP00974,HGDP + 1KG,EAS
HGDP00975,HGDP + 1KG,EAS
HGDP00976,HGDP + 1KG,EAS
HGDP00977,HGDP + 1KG,EAS
HGDP00995,HGDP + 1KG,AMR
HGDP00999,HGDP + 1KG,AMR
HGDP01001,HGDP + 1KG,AMR
HGDP01009,HGDP + 1KG,AMR
HGDP01010,HGDP + 1KG,AMR
HGDP01014,HGDP + 1KG,AMR
HGDP01019,HGDP + 1KG,AMR
HGDP01021,HGDP + 1KG,EAS
HGDP01023,HGDP + 1KG,EAS
HGDP01024,HGDP + 1KG,EAS
HGDP01027,HGDP + 1KG,OCE
HGDP01037,HGDP + 1KG,AMR
HGDP01041,HGDP + 1KG,AMR
HGDP01051,HGDP + 1KG,AMR
HGDP01055,HGDP + 1KG,AMR
HGDP01057,HGDP + 1KG,AMR
HGDP01058,HGDP + 1KG,AMR
HGDP01059,HGDP + 1KG,AMR
HGDP01060,HGDP + 1KG,AMR
HGDP01062,HGDP + 1KG,CSA
HGDP01063,HGDP + 1KG,CSA
HGDP01065,HGDP + 1KG,EAS
HGDP01066,HGDP + 1KG,CSA
HGDP01067,HGDP + 1KG,CSA
HGDP01068,HGDP + 1KG,CSA
HGDP01069,HGDP + 1KG,CSA
HGDP01070,HGDP + 1KG,CSA
HGDP01071,HGDP + 1KG,CSA
HGDP01072,HGDP + 1KG,AFR
HGDP01073,HGDP + 1KG,AMR
HGDP01074,HGDP + 1KG,CSA
HGDP01075,HGDP + 1KG,CSA
HGDP01077,HGDP + 1KG,CSA
HGDP01096,HGDP + 1KG,EAS
HGDP01099,HGDP + 1KG,EAS
HGDP01100,HGDP + 1KG,EAS
HGDP01101,HGDP + 1KG,EAS
HGDP01102,HGDP + 1KG,EAS
HGDP01103,HGDP + 1KG,EAS
HGDP01104,HGDP + 1KG,EAS
HGDP01149,HGDP + 1KG,EUR
HGDP01151,HGDP + 1KG,EUR
HGDP01152,HGDP + 1KG,EUR
HGDP01155,HGDP + 1KG,EUR
HGDP01156,HGDP + 1KG,EUR
HGDP01161,HGDP + 1KG,EUR
HGDP01162,HGDP + 1KG,EUR
HGDP01164,HGDP + 1KG,EUR
HGDP01166,HGDP + 1KG,EUR
HGDP01167,HGDP + 1KG,EUR
HGDP01169,HGDP + 1KG,EUR
HGDP01171,HGDP + 1KG,EUR
HGDP01173,HGDP + 1KG,EUR
HGDP01174,HGDP + 1KG,EUR
HGDP01177,HGDP + 1KG,EUR
HGDP01181,HGDP + 1KG,EAS
HGDP01182,HGDP + 1KG,EAS
HGDP01183,HGDP + 1KG,EAS
HGDP01184,HGDP + 1KG,EAS
HGDP01185,HGDP + 1KG,EAS
HGDP01186,HGDP + 1KG,EAS
HGDP01187,HGDP + 1KG,EAS
HGDP01189,HGDP + 1KG,EAS
HGDP01190,HGDP + 1KG,EAS
HGDP01192,HGDP + 1KG,EAS
HGDP01193,HGDP + 1KG,EAS
HGDP01194,HGDP + 1KG,EAS
HGDP01195,HGDP + 1KG,EAS
HGDP01196,HGDP + 1KG,EAS
HGDP01197,HGDP + 1KG,EAS
HGDP01200,HGDP + 1KG,AFR
HGDP01201,HGDP + 1KG,AFR
HGDP01202,HGDP + 1KG,AFR
HGDP01204,HGDP + 1KG,EAS
