USI,Cohort,eaf.max
PAWGHS,T-ALL,EUR
PAUCIB,T-ALL,AMR
PAWKKF,T-ALL,EAS
PATRTG,T-ALL,EAS
PAWGXW,T-ALL,EUR
PAUXAB,T-ALL,EUR
PAVYGR,T-ALL,EUR
PAWEKT,T-ALL,EUR
PAVRTX,T-ALL,AMR
PAUNDK,T-ALL,EUR
PAURZK,T-ALL,EUR
PAVFHF,T-ALL,EUR
PAUKZU,T-ALL,EUR
PATSJM,T-ALL,AFR
PARSJG,T-ALL,EUR
PAUXRV,T-ALL,EUR
PAVMLG,T-ALL,MID
PAURCM,T-ALL,AFR
PARWNW,T-ALL,EUR
PASRXG,T-ALL,EUR
PARRWT,T-ALL,EUR
PASYSW,T-ALL,CSA
PASMIC,T-ALL,EUR
PAVCLF,T-ALL,EUR
PAVVEI,T-ALL,EUR
PARGFL,T-ALL,EUR
PARIET,T-ALL,AMR
PATHFE,T-ALL,EUR
PATAXS,T-ALL,EAS
PAUKYJ,T-ALL,EUR
PAULGX,T-ALL,EUR
PAUJYN,T-ALL,EUR
PAWIXS,T-ALL,EUR
PARWDM,T-ALL,EUR
PAVHJW,T-ALL,AMR
PAVBSK,T-ALL,AFR
PAUUZY,T-ALL,EAS
PAUIRF,T-ALL,EUR
PATIYA,T-ALL,EUR
PAVRYP,T-ALL,CSA
PASUNM,T-ALL,EUR
PAUSIS,T-ALL,AMR
PAVAWP,T-ALL,AFR
PAUEGE,T-ALL,EUR
PAUEDT,T-ALL,AMR
PAUZKE,T-ALL,EUR
PAUXPP,T-ALL,EUR
PAVUVZ,T-ALL,EUR
PAVYAZ,T-ALL,EUR
PAUJJI,T-ALL,EUR
PAUXCW,T-ALL,EUR
PATWYL,T-ALL,EUR
PAVMGW,T-ALL,EUR
PARSET,T-ALL,AFR
PAVUCS,T-ALL,EUR
PASILW,T-ALL,EUR
PAVWUC,T-ALL,EUR
PATIPB,T-ALL,AFR
PATRDL,T-ALL,EUR
PAVNHX,T-ALL,EUR
PARJXW,T-ALL,EUR
PAUJID,T-ALL,AMR
PAVJJU,T-ALL,EUR
PAVXVA,T-ALL,AMR
PAWDSF,T-ALL,AMR
PATBNT,T-ALL,EUR
PAUADY,T-ALL,EUR
PAUVHP,T-ALL,EUR
PARTLX,T-ALL,EUR
PAWKBK,T-ALL,EUR
PAVHUT,T-ALL,EUR
PAVWMM,T-ALL,AFR
PATASK,T-ALL,EUR
PAUTWN,T-ALL,EUR
PASIPN,T-ALL,EUR
PAVVLA,T-ALL,AMR
PASRKS,T-ALL,EUR
PATTKX,T-ALL,EUR
PARGHJ,T-ALL,AFR
PAVSEI,T-ALL,AFR
PAVIHA,T-ALL,AMR
PAWEKR,T-ALL,EUR
PAVRLN,T-ALL,EUR
PARPGD,T-ALL,EUR
PARHBI,T-ALL,AMR
PATEAK,T-ALL,EAS
PATDBC,T-ALL,EUR
PASWBZ,T-ALL,EUR
PARFXJ,T-ALL,EUR
PASKZU,T-ALL,EUR
PATJKF,T-ALL,AFR
PATBDJ,T-ALL,AFR
PATEFF,T-ALL,EUR
PATBVE,T-ALL,EUR
PASNTZ,T-ALL,AMR
PASZKM,T-ALL,CSA
PAUUCY,T-ALL,AFR
PARUEU,T-ALL,EUR
PAUNZE,T-ALL,EUR
PAVJRI,T-ALL,EUR
PAVLMX,T-ALL,EUR
PAUKMK,T-ALL,AFR
PAVRKG,T-ALL,EUR
PAUWLB,T-ALL,AMR
PAVPUV,T-ALL,EAS
PAULZF,T-ALL,EUR
PATWYZ,T-ALL,EUR
PAVYTZ,T-ALL,EAS
PAUPIV,T-ALL,EUR
PAUMVW,T-ALL,EAS
PASIIF,T-ALL,EUR
PAUTSB,T-ALL,AMR
PAVMWK,T-ALL,EUR
PAWBPD,T-ALL,EUR
PAUGXW,T-ALL,AFR
PASMNV,T-ALL,EUR
PATKPW,T-ALL,EUR
PASSSR,T-ALL,CSA
PAURTD,T-ALL,EUR
PARSNX,T-ALL,AFR
PAWEYS,T-ALL,AMR
PAUVTP,T-ALL,EUR
PATWHB,T-ALL,EUR
PATFPU,T-ALL,EUR
PASRPK,T-ALL,AMR
PAUJDD,T-ALL,EUR
PAWHDJ,T-ALL,EUR
PAUTBM,T-ALL,EUR
PAVRDC,T-ALL,CSA
PATLRW,T-ALL,EUR
PAWCUT,T-ALL,EAS
PATGXS,T-ALL,EUR
PAVRAP,T-ALL,AFR
PAUGCE,T-ALL,AMR
PASVKC,T-ALL,EUR
PAUSPZ,T-ALL,EUR
PAVMZJ,T-ALL,EUR
PARWID,T-ALL,AFR
PATDLG,T-ALL,EUR
PAULCK,T-ALL,EUR
PATVDU,T-ALL,AMR
PASKSY,T-ALL,EUR
PAVPGA,T-ALL,EUR
PAUWSL,T-ALL,EUR
PAUVZI,T-ALL,EUR
PASILU,T-ALL,EUR
PATHRE,T-ALL,AFR
PAWFYE,T-ALL,EUR
PAVFBV,T-ALL,AMR
PAWBMY,T-ALL,EUR
PASWWR,T-ALL,AFR
PASGUH,T-ALL,EUR
PAUAFN,T-ALL,AMR
PASKLK,T-ALL,AFR
PAVRYM,T-ALL,EUR
PAURLC,T-ALL,EUR
PATNIA,T-ALL,CSA
PAUBXP,T-ALL,EUR
PAWGPI,T-ALL,EUR
PATISS,T-ALL,EUR
PAVTXY,T-ALL,EUR
PASIJX,T-ALL,EUR
PATBCV,T-ALL,EUR
PATSPK,T-ALL,EUR
PAVZVG,T-ALL,EUR
PATHBG,T-ALL,EUR
PAVRUJ,T-ALL,EUR
PAUEVJ,T-ALL,EUR
PASLPH,T-ALL,EUR
PATKIH,T-ALL,EUR
PATKVH,T-ALL,EUR
PAVVIL,T-ALL,EUR
PAWKAN,T-ALL,EUR
PARTBP,T-ALL,EUR
PASVVG,T-ALL,EUR
PAUTRX,T-ALL,AMR
PATTHR,T-ALL,EAS
PASSRP,T-ALL,EUR
PATUZU,T-ALL,CSA
PAVMYX,T-ALL,EUR
PARXPZ,T-ALL,AFR
PAWFIM,T-ALL,EUR
PAVVZA,T-ALL,EUR
PASTHE,T-ALL,CSA
PASXPD,T-ALL,EUR
PAUDUS,T-ALL,EUR
PARJZC,T-ALL,EUR
PAVNKZ,T-ALL,EUR
PATTXC,T-ALL,EUR
PAUCDC,T-ALL,EUR
PAUZCN,T-ALL,AFR
PARXVS,T-ALL,EUR
PASYHN,T-ALL,EUR
PARLIB,T-ALL,EUR
PAWKXF,T-ALL,AMR
PATJLY,T-ALL,EUR
PAUFAH,T-ALL,EUR
PARXNC,T-ALL,EUR
PAWLHT,T-ALL,EUR
PATXNK,T-ALL,EUR
PAUYSV,T-ALL,EUR
PATJLT,T-ALL,EAS
PARFWJ,T-ALL,AFR
PASWWT,T-ALL,AFR
PAUGTY,T-ALL,EUR
PASPNW,T-ALL,AFR
PATYMP,T-ALL,CSA
PATKWU,T-ALL,EUR
PAVDJU,T-ALL,AMR
PAVRBB,T-ALL,CSA
PARNSP,T-ALL,EUR
PAUTZD,T-ALL,EUR
PARPUL,T-ALL,EUR
PAUGAA,T-ALL,AMR
PAUNTS,T-ALL,EAS
PASUGC,T-ALL,EUR
PAWGYN,T-ALL,EUR
PAVXIR,T-ALL,AMR
PAWALP,T-ALL,EUR
PARXHT,T-ALL,EUR
PAVTCA,T-ALL,EUR
PASKLU,T-ALL,EUR
PAUMLV,T-ALL,EUR
PASGUF,T-ALL,CSA
PAUVAJ,T-ALL,AMR
PAWIWN,T-ALL,EUR
PATISN,T-ALL,EUR
PAVYML,T-ALL,EUR
PAVZKL,T-ALL,AFR
PAUSNW,T-ALL,AMR
PARJSM,T-ALL,AMR
PASVPZ,T-ALL,EUR
PAWGYX,T-ALL,AFR
PAWGIT,T-ALL,EUR
PAVUYY,T-ALL,AMR
PAVRLH,T-ALL,EUR
PATLIL,T-ALL,EUR
PAVSIP,T-ALL,AFR
PAUFKM,T-ALL,AFR
PATLEE,T-ALL,AFR
PAUDPH,T-ALL,EUR
PARMIA,T-ALL,AMR
PAVWJA,T-ALL,AMR
PAUXZN,T-ALL,EUR
PAWJRH,T-ALL,AFR
PAWAMT,T-ALL,AMR
PASVZJ,T-ALL,EUR
PAUYGT,T-ALL,AFR
PASUWN,T-ALL,EUR
PAVFIU,T-ALL,AMR
PAUXHP,T-ALL,EAS
PATGMP,T-ALL,EUR
PASGMR,T-ALL,EUR
PASIWE,T-ALL,EUR
PAUBGA,T-ALL,EUR
PATBDK,T-ALL,EUR
PATKRF,T-ALL,AMR
PAVJFA,T-ALL,EUR
PAUWZF,T-ALL,EUR
PATHGY,T-ALL,EUR
PATRUN,T-ALL,EUR
PAWLSM,T-ALL,EUR
PASPDS,T-ALL,EUR
PAVAWW,T-ALL,AFR
PARMKK,T-ALL,AFR
PASRCV,T-ALL,EUR
PAUYJF,T-ALL,EUR
PATSPG,T-ALL,AFR
PATKVR,T-ALL,EUR
PAWCWY,T-ALL,AFR
PARJFH,T-ALL,EUR
PAVWDA,T-ALL,EAS
PATJZK,T-ALL,EUR
PATRXL,T-ALL,EUR
PAVNUC,T-ALL,EUR
PATXKY,T-ALL,EUR
PARMIH,T-ALL,AMR
PAUYCZ,T-ALL,EUR
PAUTUL,T-ALL,EUR
PAWEEX,T-ALL,CSA
PAUKMA,T-ALL,AFR
PAVVBE,T-ALL,EUR
PATCKV,T-ALL,EUR
PAVCEA,T-ALL,EUR
PAUACG,T-ALL,EUR
PASTPT,T-ALL,EUR
PAVWLX,T-ALL,EUR
PAUKIF,T-ALL,EUR
PAVCYC,T-ALL,EUR
PAVZLS,T-ALL,CSA
PATZWM,T-ALL,EUR
PAUSBN,T-ALL,EUR
PATMEN,T-ALL,EUR
PAUJVL,T-ALL,EUR
PAVXYS,T-ALL,EUR
PAUXAI,T-ALL,EUR
PARLST,T-ALL,EUR
PAVRBK,T-ALL,AFR
PAWAIN,T-ALL,EUR
PAUMNE,T-ALL,EUR
PAUVHB,T-ALL,EUR
PAVUKV,T-ALL,EUR
PATEVG,T-ALL,EUR
PAUYPM,T-ALL,EUR
PASFSI,T-ALL,EUR
PASKVH,T-ALL,EUR
PATWIE,T-ALL,EUR
PATIHV,T-ALL,AFR
PASWED,T-ALL,EUR
PAWHJR,T-ALL,EAS
PASYSJ,T-ALL,EUR
PAUEWR,T-ALL,EUR
PAVFAX,T-ALL,EUR
PAWKUU,T-ALL,EUR
PARKLK,T-ALL,EAS
PARULB,T-ALL,EUR
PAVEUT,T-ALL,EUR
PAWGXM,T-ALL,EUR
PAWLAE,T-ALL,EUR
PAUZBJ,T-ALL,EAS
PAWGWJ,T-ALL,EUR
PATFRM,T-ALL,AFR
PATSJU,T-ALL,EUR
PATPGE,T-ALL,EUR
PATDTN,T-ALL,AFR
PARXNI,T-ALL,EUR
PAUTLJ,T-ALL,EUR
PAVDEB,T-ALL,AFR
PARPHB,T-ALL,EUR
PARTRH,T-ALL,EAS
PARMJA,T-ALL,MID
PATDTL,T-ALL,EUR
PAUSIC,T-ALL,EUR
PASGRD,T-ALL,AMR
PATRAB,T-ALL,EUR
PARHES,T-ALL,AFR
PAUJVJ,T-ALL,EUR
PASNEH,T-ALL,EUR
PAWEDW,T-ALL,EUR
PATDEK,T-ALL,EUR
PATKZH,T-ALL,AFR
PAUETF,T-ALL,EUR
PATELJ,T-ALL,EUR
PAVCYV,T-ALL,EUR
PAUBGT,T-ALL,AMR
PATGZA,T-ALL,EUR
PATCDZ,T-ALL,AMR
PARICC,T-ALL,EUR
PAVFMU,T-ALL,AFR
PARNWJ,T-ALL,AMR
PAVMVL,T-ALL,EUR
PASSEF,T-ALL,AMR
PAVDHU,T-ALL,AFR
PAVWNL,T-ALL,EUR
PAVLYI,T-ALL,AFR
PAUVSC,T-ALL,EUR
PAWESJ,T-ALL,AMR
PAUXKE,T-ALL,EUR
PAWISF,T-ALL,EUR
PAVHVN,T-ALL,EUR
PAVCDF,T-ALL,EUR
PATSLH,T-ALL,EUR
PAWDHX,T-ALL,EUR
PAVSZJ,T-ALL,AMR
PASHYJ,T-ALL,EUR
PAWBTV,T-ALL,EUR
PAUPUW,T-ALL,CSA
PAUYID,T-ALL,EUR
PARNMV,T-ALL,EUR
PARMFF,T-ALL,EUR
PAUCWD,T-ALL,AMR
PAVXMK,T-ALL,EUR
PAUEFL,T-ALL,EUR
PAVTEZ,T-ALL,EUR
PAURPE,T-ALL,EUR
PAVJHG,T-ALL,EUR
PAWHIG,T-ALL,AMR
PAVXSB,T-ALL,AMR
PAURLR,T-ALL,EUR
PAWHEW,T-ALL,EUR
PARTUZ,T-ALL,AFR
PARWMF,T-ALL,EUR
PAVKCV,T-ALL,EUR
PAVWJL,T-ALL,AMR
PAWKIT,T-ALL,EUR
PAUYAB,T-ALL,EUR
PAVFDF,T-ALL,CSA
PASXSI,T-ALL,AMR
PAVYFB,T-ALL,EAS
PATMPM,T-ALL,AFR
PAUHDN,T-ALL,EUR
PAVPLJ,T-ALL,AFR
PATDFE,T-ALL,AMR
PATLNZ,T-ALL,EUR
PASSHC,T-ALL,EUR
PARNJB,T-ALL,EUR
PATMTV,T-ALL,EUR
PAUEFT,T-ALL,EUR
PAVFXU,T-ALL,EUR
PASZAY,T-ALL,EUR
PAVZJI,T-ALL,EUR
PASXIL,T-ALL,EUR
PAWFST,T-ALL,CSA
PAUVPA,T-ALL,EUR
PAULGP,T-ALL,EUR
PAUMHZ,T-ALL,EUR
PAULGR,T-ALL,AFR
PAUCRG,T-ALL,EUR
PAVPTM,T-ALL,EUR
PATHSL,T-ALL,EUR
PARFLD,T-ALL,EUR
PAVFWF,T-ALL,EUR
PAWILT,T-ALL,AMR
PARYHC,T-ALL,EUR
PASFKA,T-ALL,EUR
PASZCF,T-ALL,EUR
PATHWV,T-ALL,EUR
PARMUC,T-ALL,AMR
PAVXPT,T-ALL,EAS
PAVKPV,T-ALL,EUR
PASGDZ,T-ALL,EUR
PATYCH,T-ALL,EUR
PAWKZN,T-ALL,EUR
PASRSE,T-ALL,EAS
PASSPP,T-ALL,EUR
PATENL,T-ALL,EUR
PATDBU,T-ALL,EUR
PAWIRR,T-ALL,EUR
PAUXSD,T-ALL,EUR
PASKBB,T-ALL,AMR
PARHEL,T-ALL,EUR
PAUFBJ,T-ALL,EUR
PAVWAX,T-ALL,EUR
PATZYE,T-ALL,EUR
PASYAJ,T-ALL,MID
PASUSV,T-ALL,EUR
PAWGLE,T-ALL,EUR
PAUHJR,T-ALL,EUR
PARHPU,T-ALL,EUR
PATHNN,T-ALL,EUR
PAUUSY,T-ALL,AMR
PAULMW,T-ALL,EUR
PATINY,T-ALL,EUR
PAWGTV,T-ALL,EUR
PAVLKA,T-ALL,AFR
PARNXJ,T-ALL,AMR
PATXTY,T-ALL,AFR
PAUBCT,T-ALL,EUR
PAVAJF,T-ALL,EUR
PASJJR,T-ALL,EUR
PAUDBF,T-ALL,EUR
PAVZCZ,T-ALL,EUR
PAWETD,T-ALL,EUR
PARNNW,T-ALL,EAS
PATRAP,T-ALL,AFR
PATGBY,T-ALL,EUR
PARLMX,T-ALL,EUR
PAVPCB,T-ALL,AMR
PASXLZ,T-ALL,EUR
PAUMIB,T-ALL,EUR
PARMKR,T-ALL,MID
PAULZV,T-ALL,EUR
PAUKTD,T-ALL,EUR
PARCWP,T-ALL,AFR
PARIYD,T-ALL,CSA
PATLGU,T-ALL,EAS
PAWDWJ,T-ALL,EUR
PAUEPU,T-ALL,AFR
PAUPHP,T-ALL,EUR
PAWGRS,T-ALL,EUR
PARLLD,T-ALL,AMR
PARRKK,T-ALL,EUR
PATZXL,T-ALL,AFR
PATZFF,T-ALL,EUR
PARLJA,T-ALL,EUR
PATHSJ,T-ALL,CSA
PAUVLV,T-ALL,EUR
PARWLB,T-ALL,EUR
PAWEUB,T-ALL,EUR
PAWKAP,T-ALL,EUR
PAWHHV,T-ALL,EUR
PAURSX,T-ALL,AMR
PAUTIV,T-ALL,EUR
PAUYIK,T-ALL,AMR
PATBGH,T-ALL,AFR
PATYYJ,T-ALL,EUR
PAVUSY,T-ALL,EUR
PAVIDN,T-ALL,EUR
PARKES,T-ALL,MID
PAWLPU,T-ALL,EUR
PAUBBJ,T-ALL,EAS
PATXTA,T-ALL,EUR
PAVHUH,T-ALL,AMR
PAVFDX,T-ALL,EUR
PASPLW,T-ALL,CSA
PAVIIW,T-ALL,EUR
PAVUUF,T-ALL,EUR
PARMED,T-ALL,EUR
PATWXC,T-ALL,EUR
PAVGSF,T-ALL,EUR
PATBTX,T-ALL,AMR
PAVZHD,T-ALL,EUR
PATAUZ,T-ALL,EUR
PAVNRN,T-ALL,EUR
PAUFFN,T-ALL,EUR
PAVBUB,T-ALL,EUR
PAUAVW,T-ALL,AFR
PAUNBU,T-ALL,EUR
PASJGV,T-ALL,CSA
PARKRJ,T-ALL,AMR
PAVNWE,T-ALL,EUR
PAUFHR,T-ALL,EUR
PASWBJ,T-ALL,AMR
PATJHK,T-ALL,AMR
PAVAWK,T-ALL,EUR
PARDFP,T-ALL,MID
PAUYNP,T-ALL,AFR
PAWJDL,T-ALL,EUR
PASPJR,T-ALL,EUR
PATEVL,T-ALL,AFR
PAUYMH,T-ALL,EUR
PAWIWS,T-ALL,EUR
PATEBX,T-ALL,EUR
PARMRF,T-ALL,EUR
PATMYZ,T-ALL,EUR
PATLHH,T-ALL,EUR
PAUMKW,T-ALL,EUR
PARJMS,T-ALL,EUR
PASZEW,T-ALL,EUR
PATCTR,T-ALL,EUR
PAVXIP,T-ALL,EUR
PATAUC,T-ALL,EUR
PASRMM,T-ALL,EUR
PATXAL,T-ALL,AFR
PASPNI,T-ALL,EUR
PASLFT,T-ALL,EUR
PAWJKM,T-ALL,EUR
PATTJY,T-ALL,EUR
PASJYI,T-ALL,EUR
PATEYS,T-ALL,AFR
PAUTBB,T-ALL,AFR
PAWGYW,T-ALL,EUR
PAVUWX,T-ALL,EUR
PARMMV,T-ALL,EUR
PASPPN,T-ALL,EUR
PAVXHH,T-ALL,EUR
PATVDA,T-ALL,EAS
PAWDFH,T-ALL,EUR
PATLRZ,T-ALL,EUR
PAVLUN,T-ALL,EUR
PAVXGM,T-ALL,EUR
PAUMKL,T-ALL,AMR
PASJMC,T-ALL,EUR
PAWKZT,T-ALL,EUR
PAVDSJ,T-ALL,EUR
PAVMPB,T-ALL,AMR
PASNWP,T-ALL,EUR
PAWFVY,T-ALL,EUR
PAWJIN,T-ALL,EAS
PATFJG,T-ALL,EUR
PATPDA,T-ALL,EUR
PATSEZ,T-ALL,EUR
PAWAFV,T-ALL,EUR
PAWJUJ,T-ALL,EUR
PASTCH,T-ALL,EUR
PAWHMI,T-ALL,EUR
PARPET,T-ALL,AFR
PAULIU,T-ALL,AFR
CGM_PT_4X9AQ514,Familial Lymphoid,EUR
CGM_PT_DXN4RFRR,Familial Lymphoid,EUR
CGM_PT_Y0S324MP,Familial Lymphoid,EUR
CGM_PT_0R5MVKFY,Familial Lymphoid,EUR
CGM_PT_JPCSQW92,Familial Lymphoid,EUR
CGM_PT_VGXB0HX8,Familial Lymphoid,EUR
CGM_PT_D6945256,Familial Lymphoid,EUR
CGM_PT_X0Q6QXQS,Familial Lymphoid,EUR
CGM_PT_HV1A2Y13,Familial Lymphoid,EUR
CGM_PT_FW284M0F,Familial Lymphoid,EUR
CGM_PT_5B2H0ZFR,Familial Lymphoid,EUR
CGM_PT_13PMQ47M,Familial Lymphoid,EUR
CGM_PT_YYMEGSQA,Familial Lymphoid,EUR
CGM_PT_246769Z3,Familial Lymphoid,EUR
CGM_PT_P41MGH93,Familial Lymphoid,EUR
CGM_PT_30SRRM8A,Familial Lymphoid,EUR
CGM_PT_0Y87N8WF,Familial Lymphoid,EUR
CGM_PT_29THX01Z,Familial Lymphoid,EUR
CGM_PT_0WHRNB5R,Familial Lymphoid,EUR
CGM_PT_EYG3JHFM,Familial Lymphoid,AFR
CGM_PT_0T5S6GDT,Familial Lymphoid,EUR
CGM_PT_40R6E3XW,Familial Lymphoid,EUR
CGM_PT_MRK274J7,Familial Lymphoid,EUR
CGM_PT_ZBDK3TZH,Familial Lymphoid,EUR
CGM_PT_EXM5BMEX,Familial Lymphoid,EUR
CGM_PT_YD31KSNJ,Familial Lymphoid,AMR
CGM_PT_M8BN0KAZ,Familial Lymphoid,EUR
CGM_PT_G1YM3GVQ,Familial Lymphoid,AFR
CGM_PT_SWCCZC3N,Familial Lymphoid,EUR
CGM_PT_E69YFTFF,Familial Lymphoid,EUR
CGM_PT_FY33P84A,Familial Lymphoid,EUR
CGM_PT_Q6H92TH0,Familial Lymphoid,EUR
CGM_PT_HK4BXQ01,Familial Lymphoid,EUR
CGM_PT_F3NBCHCP,Familial Lymphoid,EUR
CGM_PT_NAA0NNFF,Familial Lymphoid,EUR
CGM_PT_6YF0T7F4,Familial Lymphoid,EUR
CGM_PT_VYFHJ1C1,Familial Lymphoid,EUR
CGM_PT_RG0WQ5CG,Familial Lymphoid,EUR
CGM_PT_PF86SVDF,Familial Lymphoid,AMR
CGM_PT_XNJ3X9Q2,Familial Lymphoid,MID
CGM_PT_QTWHB3K7,Familial Lymphoid,EUR
CGM_PT_WGBA5HPG,Familial Lymphoid,AFR
CGM_PT_HADH9VM2,Familial Lymphoid,EUR
CGM_PT_W9G06HEG,Familial Lymphoid,EUR
CGM_PT_950MCECD,Familial Lymphoid,EUR
CGM_PT_3Q1QAN2V,Familial Lymphoid,EUR
CGM_PT_PZVJGB28,Familial Lymphoid,EUR
CGM_PT_KBPX29KM,Familial Lymphoid,EUR
CGM_PT_XRV1KVWZ,Familial Lymphoid,EUR
CGM_PT_CNJKVCA1,Familial Lymphoid,EUR
CGM_PT_J6B2KZEC,Familial Lymphoid,EUR
CGM_PT_V1CAVR88,Familial Lymphoid,EUR
CGM_PT_NNY52047,Familial Lymphoid,EUR
CGM_PT_0BPVXBPN,Familial Lymphoid,EUR
CGM_PT_9GZ8VG4F,Familial Lymphoid,EUR
CGM_PT_0ZZ4X8Q1,Familial Lymphoid,AFR
CGM_PT_9EWJWW06,Familial Lymphoid,EUR
CGM_PT_1SJETGET,Familial Lymphoid,EUR
CGM_PT_4RCPZPCX,Familial Lymphoid,EUR
CGM_PT_55GN24KA,Familial Lymphoid,EUR
CGM_PT_QFA2RT83,Familial Lymphoid,EUR
CGM_PT_N6C9KK4C,Familial Lymphoid,EUR
CGM_PT_AGCPG8HR,Familial Lymphoid,EUR
CGM_PT_8SY8SN8T,Familial Lymphoid,CSA
CGM_PT_K7A8H5R4,Familial Lymphoid,EUR
CGM_PT_X5ZYF8FS,Familial Lymphoid,EUR
CGM_PT_S74ESF1C,Familial Lymphoid,EUR
CGM_PT_F7JAXCGZ,Familial Lymphoid,CSA
CGM_PT_2HJ5C9N9,Familial Lymphoid,EUR
CGM_PT_MD3M7Q7V,Familial Lymphoid,EUR
CGM_PT_KEPY2HBF,Familial Lymphoid,EUR
CGM_PT_239J4883,Familial Lymphoid,MID
